Scenario,activity,parameter,param default,param plus 20,param minus 20,lca default,lca plus 20,lca minus 20,sensitivity ratio
141,"ammonia production, liquid, bio-ammonia from biomethane w/ CCS, syngas w/ CCS, heating w/ CCS","Carbon dioxide, non-fossil",0.004779354013431348,0.005735224816117617,0.0038234832107450784,-1.1767840127127882,-1.175828141910102,-1.1777398835154744,-0.004061368918849833
140,"ammonia production, liquid, bio-ammonia from biomethane w/ CCS, syngas w/ CCS, heating w/ CCS","carbon dioxide transport and storage, 200 km pipeline, storage 1000m",1.4009130028781587,1.6810956034537903,1.120730402302527,-1.1767840127127882,-1.175772129564194,-1.17779589586028,-0.004299357983757634
119,"biogas upgrading to biomethane, pressure swing adsorption w/ CCS","Carbon dioxide, non-fossil",0.044689076210526334,0.0536268914526316,0.035751260968421066,-1.1767840127127882,-1.1757370632429485,-1.177830962182628,-0.004448350158268446
38,"anaerobic digestion of sequential crop, with biogenic carbon uptake","anaerobic digestion plant construction, agriculture, with methane recovery",3.5263836979497925e-07,4.231660437539751e-07,2.821106958359834e-07,-1.1767840127127882,-1.1756300269548914,-1.1779379984702012,-0.004903133222360299
35,"biogas upgrading to biomethane, chemical scrubbing w/ CCS","Methane, non-fossil",0.00071053983,0.000852647796,0.000568431864,-1.1767840127127882,-1.1755852153180215,-1.1779828101075545,-0.005093531955804432
105,"anaerobic digestion of agricultural residues, with biogenic carbon uptake","anaerobic digestion plant construction, agriculture, with methane recovery",3.5263836979497925e-07,4.231660437539751e-07,2.821106958359834e-07,-1.1767840127127882,-1.175465171845038,-1.178102853581411,-0.005603580835306814
136,"ammonia production, liquid, bio-ammonia from biomethane w/ CCS, syngas w/ CCS, heating w/ CCS","market for nickel, class 1",0.000341661336744484,0.00040999360409338083,0.0002733290693955872,-1.1767840127127882,-1.1753518035235349,-1.1782162219016101,-0.006085267872292162
96,"biogas upgrading to biomethane, water scrubbing w/ CCS","Carbon dioxide, non-fossil",0.029810795578947384,0.03577295469473686,0.023848636463157907,-1.1767840127127882,-1.1750380381216012,-1.1785299873039752,-0.007418415666448653
56,"anaerobic digestion of animal manure, with biogenic carbon uptake","anaerobic digestion plant construction, agriculture, with methane recovery",3.5263836979497925e-07,4.231660437539751e-07,2.821106958359834e-07,-1.1767840127127882,-1.175025558171846,-1.1785424672526132,-0.007471441323926148
24,"oat forage production, sequential crop for anaerobic digestion","market for transport, freight, lorry, unspecified",0.02,0.024,0.016,-1.1767840127127882,-1.174707419138356,-1.178860606284963,-0.008823172098150773
99,"carbon dioxide transport and storage, 200 km pipeline, storage 1000m","market group for electricity, medium voltage",0.00948,0.011376,0.0075840000000000005,-1.1767840127127882,-1.1745748388034916,-1.1789931866211898,-0.009386488450656313
142,"ammonia production, liquid, bio-ammonia from biomethane w/ CCS, syngas w/ CCS, heating w/ CCS",Hydrogen,0.00106,0.001272,0.000848,-1.1767840127127882,-1.1744520127127882,-1.1791160127127882,-0.0099083603057461
10,animal manure collection,"market for transport, freight, lorry, unspecified",0.01,0.012,0.008,-1.1767840127127882,-1.172631190170741,-1.180936835252081,-0.01764479503378341
